id,tag,text
711235695,未知,你送给我的礼物，我是绝不会拆开的，如果不能复原就麻烦了。最近你倒是经常给我送东西，是有什么深意吗？
819261760,拉薇,嗯。
887042611,令,多谢你的协助。
804007051,香奈美,感受到香奈美的杀伤力了吗？
806470372,心夏,这次是我赢啦。
792427123,令,警报器安装完毕。
715126832,未知,冗余数据全部清除。
708335811,未知,逐峰纵横四海。
786727326,梅瑞狄斯,金沙将至。
805847743,星绘,抱歉。我似乎还不够努力。
823146098,香奈美系统语音,对面的舞台上只剩下独唱了呢。
828890175,拉薇,银行者。人们常说萍水相逢。但我认为。我们的相遇是必然的。
770168002,信,开始拆除炸弹，注意掩护。
735311654,绯莎,狩猎开始。
761790301,拉薇,还未到时机。
760571907,明,别担心，我的手中没有武器，也就是说，我们不是敌人。换句话说，我们可以是朋友。
867770570,拉薇,有子弹散落在这里。
717954960,心夏,决定好带什么了吗？
816321201,未知,
703286237,未知,这里有护甲。
876047821,未知,啊。
736266829,明,一切不公都亡于枪火。
868309322,明,圣诞节。啊，似乎有点印象，原来是今天嘛。
715872283,米雪儿,嘿，我的名字叫米雪卡拉比丘，就放心交给我守护吧，我会全力以赴的。
835932451,星绘,这算是脚部按摩吗？谢谢你的关心了。我有那么点，有那么点痒。
851913632,奥黛丽,我才没有在偷偷听摇滚乐呢，真是的，你来之前怎么不提前说一声？
740792298,未知,没人能逃离寒冬。
828584492,米雪儿,先等一等。
778390599,香奈美,你好呀。
845616611,星绘,此处有护甲补给。
782092107,香奈美,抱歉，你是觉得我有点吵到你了吗？
840248568,星绘,愿你被温柔以待。
815399766,星绘,炸弹可以安装在这里。
742240119,拉薇,你刚经历了一场恶战？会不会感觉有些疲倦？休息一下吧。我会守在你的身边。
711132924,系统语音,夺取更多贤能星河。
808486756,奥黛丽,有你在，倒是激发了我的好胜心。
705594152,白墨,别想逃。
778718393,梅瑞狄斯,请求支援。
739028363,拉薇,注意手雷。
887706113,星绘,拦截者已部署。
848243282,信,三个。哼。
790587634,伊薇特,好多人啊，非有点不适应。
891548141,未知,无尽下坠。
7230302,玛德蕾娜,谢谢你帮大忙啦。
891404395,未知,是的。
759007441,系统语音,热身阶段即将结束，请做好准备。
790636964,米雪儿,你是想让我放下游戏来跟你聊天吗？
844322438,明,这是我给别人买的礼物，不用花钱就能得到的东西，谁都会喜欢的。
770899611,香奈美系统语音,后半场的第一首歌可是很重要的。
79425710,奥黛丽,算是有点遗憾吧。
888556092,拉薇,烦请赐教，我们点到为止。
752072925,明,等等，先别。抱歉。我只是。只是突然有些不习惯。
882035280,星绘,啊。
7588457,米雪儿,拦截者设置完毕。
81956250,明,这场压迫者与反抗者的战争，终究要走到尽头。可是。那时候，也许不公仍在。也许黎明依旧遥远。也许。我早已死在了那个战场上。无法再保护你。所以我们约好了，如果真的有那么一天。你一定要活下去。这是你对我的承诺。
75307905,拉薇,怎么，你睡不着吗？我也是入睡困难的类型呢。
778553899,星绘,如果可以。我很想和你成为同伴。真的。不行吗？
77760300,拉薇,是时候终结这场战斗了。
819668921,明,哦，你好，啊。
840270149,拉薇,没什么大不了的。
795690293,星绘,实在是抱歉呢。
80677836,拉薇,等待时机。
856555676,梅瑞狄斯,我将炸弹置于此处。
761357336,香奈美,歌声究竟要多么有穿透力，才能抵达人的灵魂深处呢？那些无法被回应的旋律。又有什么意义呢？
866295585,米雪儿,只有等到没有战斗的那一天，我才能尽情的玩游戏吧。
898994082,米雪儿,我在卡丘世界大展身手啦。
804462440,香奈美,你要做什么？
735594783,未知,
888432532,明,破甲电球重印完成。
847315989,心夏,来喽，就地复原。
771721608,心夏,啊。啊，嗯。
710132764,未知,哎，发现子弹补给。
824257386,伊薇特,卡拉比丘。
79823906,心夏,哎呀，算了算了，被你打断还学过什么东西啊？
73530979,明,用哪个都没问题。
839083753,米雪儿,又收到新邮件啦，我们快来看看里面有什么吧。说不定会有最新的动漫资讯呢。
837162165,信,炸弹在这里。
832723705,拉薇,开始安装炸弹。
72679241,星绘,引航者是一个大家都会尊敬的了不起的医师呢。
807462859,伊薇特,放心吧，新前辈妃会保护你的。
754365121,香奈美系统语音,只要战胜最后十个对手，公演就圆满落幕啦。
727787362,明,我将永远保持战斗的意志。
802289245,拉薇,勿以恶小而为之。还请阁下好好反省。
791303676,拉薇,减速来。
753134037,未知,稍等，还不到时候。
744750857,星绘,那个我还没画完呢。不过，既然你有事情找我，那我就暂且将其搁置一会儿吧。
79135434,星绘,将和平献给世界。
815943281,星绘,处理完毕。
789729917,梅瑞狄斯,我来防守。
779398257,玛德蕾娜,哇，你穿的衣服好可爱呀。
865909044,玛德蕾娜,嗯，好过分呀，不要瞄准我啦。
885115704,明,干得不错。
784917909,未知,艾米，我来帮你啦，你，你还站的起来吗？
82530483,拉薇,我的手。不是你这样的人该触碰的。
833656193,拉薇,因为你。我感受到了久违的温暖。但与此同时。我又何尝不会害怕呢？毕竟在这个世界。失去的。远比得到的要多。
730852970,香奈美系统语音,321各位，让我们出发。
794052614,心夏,来喽，就地复原。
896367324,奥黛丽,可别忘了，是我救了你。
868773588,香奈美,生日快乐，希望你能在卡拉比丘世界过得开心，今后也请多指教啦。
838055254,明,没问题。
731156062,心夏,来，我们走吧。
796118272,令,没有人可以逃脱我的制裁。
705976042,系统语音,决赛阶段一开始。
879177987,明,这里有战术道具。
822751099,拉薇,注意掩护梅瑞迪斯，他已部署好炸弹。
838941970,拉薇,刀锋起。
785315108,未知,啊。
843119944,米雪儿,只要我待在家里，猫猫好像就会变得特别活泼呢。
723563408,香奈美,最近，我总是会梦见曾经的家园和初始的旷野。如果现实变得空洞，人们会去梦境中寻找真实吗？
846647012,梅瑞狄斯,你好。
792680907,拉薇,就在刚刚。我想到一种与你很相称的花。等我装点好了给你看看。
757763597,心夏,真是厉害啊。
899453538,拉薇,是的。
705467519,明,这种行为很扫兴的，你终究还是个无趣的人呢。
796741154,明,怂狗。
738590885,拉薇,减速雷。
714369593,明,卡丘世界正在一步步走向繁荣。可你知道那些被抛弃的人们会被怎样吗？就算是为了他们。我也要掀翻这个不公的世界。
894974449,未知,嗯。
848107631,白墨,谁来帮我一把？
740301652,香奈美,生日快乐，从今往后，我演唱会的第一排会为你预留一个座位。至于现在。就让我陪你好好庆祝吧。
807887471,心夏,这就是我的礼物。
80544507,明,可恨的米雪儿，这算是天道好轮回吧。
739336429,令,我扣下扳机，只为迎接新的时代。
891075952,香奈美,你知道吗？消除了记忆的人，只剩下了躯壳，抽离了情感的歌声，不过是苍白的旋律。所以。比起死亡。我更害怕遗忘。
830711007,玛德蕾娜,嗯，我总是想要感谢你对我如此的照顾呢。
81606701,明,不想后悔的话，就要抽出时间保养装备呀。
780803214,令,无需感谢，任务继续。
710660420,系统语音,防守方胜利。
737254949,伊薇特,非要认真了吗？
788352786,白墨,我将炸弹扔在这儿了。
711255981,令,还不错。
830170960,未知,时日无多，大限将至。
835923331,令,不。
764560707,玛德蕾娜,这才叫艺术感。
746552702,明,等我恢复，立马返回战场。
778104907,明,进宫。
848620397,拉薇,刀光如梭，黑夜如我。
807119276,米雪儿,正义必将执行到底。
821252841,香奈美,这是一份特别的礼物，我打算要送给一个非常重要的粉丝，至于那个人是谁吗？来给你。
736469537,香奈美,来进攻这里吧。
884779464,星绘,这里有炸弹。
856007402,拉薇,成风之势，速战速决。
816878126,未知,
725305526,未知,啊。
730500358,拉薇,与其说是你接近了我。不如说。是我选择了你。
843241436,香奈美系统语音,真是势均力敌的对决，就连香奈美也开始心潮澎湃了。
733051612,未知,
792055717,白墨,警报器安装完成。
710986412,未知,呃。
88739101,玛德蕾娜,谢谢。
761359026,未知,啊。
745987508,未知,无人可以逃脱。
884481544,明,谢谢你。
895166150,未知,
752737112,玛德蕾娜,我也干掉两个。
780497298,明,我不理解战斗的意义。但是你的出现，让我找到了信念。誓死守护身后之人。
704147393,明,是吗？原来今天是我的生日啊。
751214464,星绘,你会不会觉得这个布偶有些粗糙？其实，这是星币组的人们亲手为我制作的礼物。也是我最为珍贵的宝物。
721204927,奥黛丽,如果我没记错的话，今天是你的生日吧。既然如此，我倒也不介意陪你一起庆贺了。
835560519,奥黛丽,卡拉比丘。
744346450,明,可恶，我倒下了。
898279899,拉薇,颠覆虚妄世界。
860066028,白墨,烟雾弹。
812056440,奥黛丽,你看，这是今年的卡丘富豪排行榜啊，总有一天，我会让格罗夫这个姓氏出现在他的第一位。
790993433,拉薇,是血的味道。
833025495,米雪儿,呼啦呼啦，烦恼消散啦。
859822437,梅瑞狄斯,此处有护驾。
823986929,明,警报器已布置。
887492838,拉薇,生日快乐，行者。我把组织的任务已经提前做完了。所以。今天的我。会任你差遣。
795685003,奥黛丽,今天是玛德琳娜的生日。你不会不记得了吧？你说礼物，我当然有为他提前准备好礼物啊，这不是理所当然的事情吗？
718654026,明,抱歉，我有那么点儿不太习惯这种和平的氛围，要不我们换个有关战争的话题。
772182042,心夏,没错，今天是我的生日，我打算请大家一起来吃奶油蛋糕，你可千万不要缺席哦。
876052013,未知,极致盛放。
720939904,星绘,守护星芒准备完毕。
726421967,香奈美,今天是情人节吗？难怪街上的气氛这么浪漫呢。对了，我拿到了一个粉红色的气球，等会儿就送给你吧。
74414062,拉薇,这不是奥黛丽吗？你看起来有些退步了，怎么不服气？
734257755,未知,Yeah。
764077891,白墨,很好。
817791086,星绘,就算是我，也有不得不去战斗的理由呢。
819116523,明,该撤退了。
715360329,未知,此处有战术道具补给。
736756038,心夏,真是有点不可思议，我才刚刚想到你，你就立马出现啦。
76870974,明,今日即便赴死，我也毫无遗憾。
737987089,玛德蕾娜,哎，又输了呀。
712798841,心夏,祝你生日快乐，等会儿吹蜡烛的时候，你记得要许三个生日愿望哦。
706354827,香奈美系统语音,为了翻开新的乐章，战斗是必要手段。
785126347,明,我拿到了炸弹。
868719179,白墨,注意这里。
853912228,星绘,接下来我要去离禁区执行救援任务。
864957249,明,变革势不可当。
837628305,香奈美,一起继续战斗吧。
754565277,绯莎,我嗅到了你的气味。
731519251,星绘,闪光弹。
812314466,米雪儿,生日快乐，我早就为你的生日做好庆祝的准备啦，蛋糕、彩蛋和礼物一个都不会少哦，快过来迎接惊喜吧。
766804922,信,请求支援。
816004929,令,我来守住这里。
748702181,令,交给我就好了。
752130853,香奈美,聆听我的歌声吧。
774773556,拉薇,是任务。
884452029,明,啊啊，没想到你的手掌挺大的。
798748252,奥黛丽,不堪一击。
812170657,玛德蕾娜,那个果然我完全不会收拾房间呢，不要看了啦。
77682581,系统语音,团队武器强化与激活。
816409526,拉薇,侍弄花草的时候，会让人感觉到自然之美。你有兴趣的话，便一起来感受这份美好吧。
803061471,心夏,啊。啊。嗯。
707149450,玛德蕾娜,姐姐，你看见了吗？
712707607,梅瑞狄斯,命定的消亡。
886999133,玛德蕾娜,好，诶打中了。
723965212,未知,
738615858,令,嗯。你来了？
80839751,心夏,嗯。
841030696,拉薇,我不该失误的。
702298800,拉薇,让我看穿一切。
797286588,明,杀戮的意义在于新生。
806588104,令,谢谢。
776383226,米雪儿,啊，你终于回来啦，我竟然还有点不敢相信。毕竟我一直都在期盼着你也能像我一样想念你。啊，你说嘛，这些天你到底去了哪里？我想知道关于你的一切。
827723342,香奈美,下次可别向偶像开战。
88028788,拉薇,还是一起行动为妙。
812220628,星绘,今天是卡拉比丘的诞生日。对人类而言，这应当是个值得纪念的日子。
762452643,米雪儿,我这就来帮你星前辈。
888408629,香奈美,你想学编曲吗？那么我以后找个机会教你吧。
891203993,香奈美,嗯。今天是情人节吗？难怪我的推荐歌单里多了一些浪漫的歌曲呢。你会想要和我一起听吗？
870061670,明,警报器设置完毕。
830657165,星绘,我正在书写回信。怎么，你也想看吗？请稍等，我马上就能写完了。
722834397,香奈美,卡拉比丘。
735631692,白墨,想干掉我没门儿。
878803722,香奈美,今天是梅瑞迪斯的生日，我真想为他庆祝一下。如果我为她写一首新歌。他会不会很开心呢？
732615002,拉薇,不要绝望，不要屈服，只要世间不公尚在，我们就不能倒下。
802330780,米雪儿,我给心夏准备了一个生日惊喜，一定能让她觉得今年的生日特别难忘。
79461790,绯莎,坏家伙们，飞沙已经装好炸弹了。
763217643,明,你好。
780363513,未知,嗯。
703266816,拉薇,终究无法回去了吗？
703774306,拉薇,你喜欢什么口味的饭团？我下次可以试着做几个给你。
759527234,香奈美,危险，请当心。
780136527,星绘,星星会守护你的。
757658226,拉薇,这只是一时的失意罢了。你不必执念于已经过去的事情。毕竟，下一场战斗。我会为你赢得胜利。
833658085,伊薇特,飞还不行吗？
754037397,明,一切不公都亡于枪火。
773680445,心夏,我可不是每次都会放下手中的事情来回应你的。
890953668,星绘,啊，不好意思，读书太久，我有些迷迷糊糊了呢。如果不介意的话，我们从这里继续读下去吧。
86501525,拉薇,我刚为你煮了一壶茶。不知是否合你口味？要一起喝一杯吗？
800760489,香奈美系统语音,领先，队伍已取得了20分。
769759908,拉薇,该醒过来了。你们有权利看清真相。
724629129,拉薇,我今日难得有几分空闲。于是就拿了几本书来看看。
899734392,拉薇,在这个虚妄的世界里。你是我不曾见过的奇迹。请让我用这份礼物。来传达最真挚的感谢。
78633938,香奈美,每次站在舞台上，看着荧光棒组成的星海，我总是发自内心的想说一句谢谢。
793149420,未知,等一下。
86570139,米雪儿,火力大喵是不会饶恕你们的。
71260042,未知,你是在找我吗？不好意思，刚才我想到了一些过去的事情。
869691339,未知,嗯。
882149546,拉薇,我非贪杯之人。只是刚好。很喜欢与你对饮。银行者。
70673773,香奈美,你。
740727464,明,让我回归战场。
752971879,明,这笔账我记下了。
781659448,星绘,每当我想到那些依旧被贫苦压迫着的人们。心中便会忐忑不安。或许。只有这片星空。能让我的心平静下来吧。
74030703,香奈美,把枪声当成我的音乐吧。
75613890,拉薇,我依稀还记得旧时的情景。在那个空旷的庭院里。有我的父亲在练剑。有我的母亲。在一旁插花。
721824152,拉薇,这样比较迅速。
766670386,拉薇,只因我一念之差。
808509949,心夏,嗯哼。
830343299,系统语音,炸弹携带者已被击倒。
758815748,白墨,将自由意志贯彻到底。
746629106,明,还不够，远远不够。我所期待的黎明依旧遥远。
869108504,香奈美,谁让你欺负我？
744251793,香奈美,
886798248,伊薇特,开始拆除炸弹。
729977474,香奈美系统语音,你是炸弹携带者，香奈美会祈祷你一切顺利的。
715815692,绯莎,鲸鲨迸发，全线遏制。
774587266,未知,
766074167,星绘,这里危险，当心。
858224754,奥黛丽,风场雷。
832196700,星绘,让您久等了。
705512986,绯莎,没有人能逃脱狩猎。
808118468,心夏,拦截者启动。
818065429,白墨,这个时代属于乌尔比诺。
873924065,星绘,什么时候叫我都可以。
710484721,未知,
802114857,信,这个。没问题。
703039793,香奈美,进攻这里吧。
725093948,令,先能光幕启动。
715047813,米雪儿,火力大喵准备就绪。
749853391,玛德蕾娜,很厉害。
886265636,奥黛丽,在这里安装炸弹吧。
798582138,香奈美,我也该起来活动一下啦，虽然还是有那么一点困困的。
850859805,未知,
75982196,香奈美,今天是不是因为他的生日啊？我得赶快给他准备一份礼物，像他那种可爱的女孩子，应该会喜欢软乎乎的东西吧？
735590668,系统语音,热身阶段。
729597419,拉薇,嗯，我知道。只差一步就成功了。要不要喝点我煮好的热茶？希望能让你快点恢复起来。
754195777,拉薇,到底该怎么指导队员写好战术总结？啊。要不？给他们奖励一些饭团。
894325455,令,好吧。
896532423,伊薇特,待机。
724575775,香奈美系统语音,赢了，只要聚集起大家的力量，就一定能改变很多事情。
701615072,未知,嗯。
754512010,白墨,等着我的好消息吧。
774421583,令,开始之流。
737365392,白墨,将自由意志贯彻到底。
8757293,令,下一个是谁？
751932404,奥黛丽,战斗也是要保持格调的。
759479371,香奈美,春节快乐，新的一年，你不来多听几场我的演唱会吗？
734481126,拉薇,我受伤了，请助我恢复。
898801788,拉薇,世界一旦轮回。我可能就再也寻找不到你了。所以。这也会成为我必须要战斗的一个理由吧。
769819931,伊薇特,质量。
854923856,香奈美,声浪下的渴望，就由香奈美来回应吧。
724786187,明,这里有护甲。
89167660,米雪儿,哇，艾米好厉害呀。
857143019,心夏,强力援助，光速抵达。
726563617,令,等待时机。
781498692,明,生命脆弱如纸，幸免一文不值。
836164609,星绘,守护星门。
750589395,拉薇,你不会以为我醉了吧？不过是微醺罢了，和你聊聊天。还是可以做到的。
726997929,香奈美,回不去了吗？
721438309,拉薇,揭开真相的代价。就让我独自承担吧。
784414892,系统语音,贤能合体过，在你已成为异能贤体。
788410207,令,我终于做到了。
774653805,香奈美,老威，你怎么会？
759577608,心夏,投掷烟雾弹哦。
788262050,玛德蕾娜,决定好了吗？
83537505,心夏,轻点，再轻点。啊，又被发现啦，你也太敏锐啦，偶尔也让我赢一次不好吗？
880479886,玛德蕾娜,生日快乐。我特意画了一幅画送给你，作为生日礼物。
8691927,明,我们这类人的生命。本如烛火般一世。正因如此。你我的每一次重逢。才弥足珍贵。
830723033,梅瑞狄斯,顿开。杜@之门。
770114894,香奈美,你竟然记得我的生日，谢谢，我真是太高兴啦。
723122858,拉薇,恍然之间，又是新的一年了吗？为了让更多的人觉醒。我仍旧需要继续奋战吧。
823891318,明,今天是你的生日吧，有句话怎么说来着，能够平安喜乐的老去，也是一种幸福，嗯，挺好的。
742069006,未知,没什么难度嘛。
724251906,未知,目标是摧毁50副卡丘身，开始行动。
851077309,明,在这个乌托邦里，命如纸薄，只有强大的武器才能保护好我的同伴。
821817574,信,领域展开。
753068946,星绘,不错。
846655066,香奈美系统语音,上半场最后的表演了，稍微调整状态，继续前进吧。
875580333,米雪儿,来，和我一起做个约定吧，无论这个世界变成什么样子，我们都不要分开哦。
817009215,未知,即将见证究极奥秘。
89358422,明,我早就做好出击准备了。就立场而言，我倒也可以接受你的命令。
786015839,令,我需要救助。
873906560,梅瑞狄斯,手雷爆破。
718568411,米雪儿,过来听我说嘛，我才不管什么输赢呢，在我心里，你已经很棒啦。
829096534,奥黛丽,子弹的味道怎么样？
845166334,星绘,有炸弹被安装在这里。
78467096,奥黛丽,别想逃出这片火海。
740124512,未知,春节快乐。每年的这个时候，我都会满心期待，因为我真的很喜欢热闹的爆竹声。
852729370,白墨,这里有护甲。
773758062,心夏,
826813900,拉薇,信念崩塌过的我。本该将生死置之度外。可是你的出现。却让我产生了一丝动摇。
843942736,星绘,风场雷。
876203356,玛德蕾娜,我会守好这里。
823039056,令,
725857945,令,还不到时候。
849614568,白墨,你伤不到我。
85779780,奥黛丽,胜利，理所当然的事情而已。
739416812,奥黛丽,晚上好。你还是和往常一样。一脸悠闲的样子呢。
885292635,拉薇,刚刚那场战斗里，我们仿佛是全场的焦点。可以的话。今天能再和我对练一会儿吗？
869048686,心夏,是我赢了。
877875373,玛德蕾娜,颜料泡泡发射吧。
88297112,奥黛丽,我需要支援。
785860785,明,相信我吧，我会带你们走向光明。
74969066,玛德蕾娜,你是想和我一起画画吗？那当然非常欢迎呀，毕竟我们是朋友对吧？和朋友一起无论做什么我都很开心。
858971348,玛德蕾娜,人家已经很努力了呢。
792350143,令,开始拆除炸弹。
886498259,未知,
819598269,心夏,有人将炸弹安在了这里。
701562521,拉薇,谢谢。
831698526,玛德蕾娜,G28，我们上吧。
809883771,香奈美,把炸弹安装在这里吧。
88029307,玛德蕾娜,加油啦。
818988056,梅瑞狄斯,我将指引前路。
73417309,信,能量尚未充盈。
899273624,明,和你赏月的感觉还不错，下次我们一起再来吧。
803666611,米雪儿,去吧，烟雾弹。
774575132,系统语音,战斗倒计时40秒。
878437176,白墨,闪光弹。
746504538,心夏,嗯。
890464567,梅瑞狄斯,伺机而动。
757441057,系统语音,决赛阶段开始，逆弦化风暴出现，请小心。
879359182,香奈美,啊，人总是会不知不觉的怀念过去。但是现在还有更重要的事情等着我去做。
711693596,拉薇,家母常说。怀抱着心愿，种下一株花草。会收获不一样的缘。
828343393,未知,我曾不慎丢失过记忆。对周围的一切都感到陌生。但正是因为这一次遭遇，我才明白，最为珍贵的东西既非荣耀，也不是名利。而是纯粹的情感。
70195037,星绘,圆满完成任务了呢。
716472882,未知,这里有战术道具。
888737349,奥黛丽,如今，我们也算是同伴了。但只是这样还不够啊。毕竟，只有经得起考验的情感，才不会随着时间流逝而改变。
869236748,玛德蕾娜,早上好，一起描绘出美好的今天吧。
885573413,未知,我已经准备好了，如果需要支援的话，请随时呼唤我。
732690001,香奈美系统语音,炸弹掉落在了A区。
728148356,拉薇,真相藏于光影之间。
789642768,拉薇,等等，注意这里。
88628124,伊薇特,手榴弹。
880529516,星绘,这里需要支援。
85574716,白墨,啊，我可不会这么轻易倒下。
752227326,玛德蕾娜,晚上好，终于可以放松一下了吗？
835669718,心夏,开始拆除炸弹。
774841552,伊薇特,如冰雪般消融殆尽吧。
878856743,拉薇,这里可以安装炸弹。
772135659,拉薇,傅园卡求身。
82247947,明,挺能干的。
852740837,系统语音,54321。
895702927,信,拦截车启动。
837256657,星绘,想和我一起折纸星星吗？在此之前，我们不妨先想一想究竟要许什么样的愿望吧。
725734552,香奈美,你所有的心意我都有感受到啊。所以谢谢你一如既往的支持，也谢谢你如此特别的礼物。
731527526,拉薇,如果你真的像是传闻一样。那我愿意相信你。
728592729,香奈美,我会继续歌唱下去的。
755152782,拉薇,大家好像有些力不从心。
830918957,香奈美系统语音,选择角色朝向舞台的最高峰发起进攻吧。
799400937,信,别慌，我马上回到战场。
842697621,拉薇,我发现这里有护甲。
852021067,玛德蕾娜,真是太好了，我证明了自己的战斗实力呢。
861706947,明,进攻。
815444918,拉薇,疏忽了。
73341573,星绘,希望您的温柔能够保护大家。隐行者。
810094201,拉薇,为什么我感到疲惫的时候，会希望你能理解我的处境呢？或许。只是因为我对你多了那么一点依赖吧。
714041606,梅瑞狄斯,警报器已安装。
827699135,香奈美,我练声时的嗓音是不是和平时有些不太一样？你不会觉得奇怪吧？
438403542,拉薇,嗯。
266499566,拉薇,正在拆除炸弹。
613419900,米雪儿,毕竟我们的立场不同呢。
203685152,白墨,新委托这么快就来了？
922606480,米雪儿,哇，好疼。
599516518,拉薇,赶上了。
31992978,系统语音,攻守互换。
202162415,香奈美,失误了。
223595660,系统语音,我方还差五名，击败获胜。
440992457,奥黛丽,既然来了，那就取得荣耀吧。
493815844,玛德蕾娜,你们剪刀手太暴力了吧，让我们好好相处不行吗？
586669602,令,你好。
166262908,拉薇,勿以善小而不为。大家一起解决问题，才会让世界变得美好。
124439165,信,我来掌控大局。
435151553,信,糟糕。疏忽了那。
615749701,星绘,心想，你难道不能离开欧伯吗？我不想与你为敌。
148268848,玛德蕾娜,卡拉比丘。
672310114,星绘,愿你安息。
558034230,未知,嗯。
413990748,香奈美,哎，别，别这样，都发出奇怪的声音啦。
103863067,香奈美,大家当心，附近有敌人。
523484054,明,卡拉比丘。
291336195,星绘,我喜欢这片星空。听说我出生的那一天。星光变洒，万物生辉，星河铺开如绘卷。如果能亲眼目睹一次，那该多好啊。
204750268,奥黛丽,撤退。
428433371,明,来呀，这就是反抗者的怒吼。
376086806,拉薇,嗯。我一直都在想要对饮或者是切磋的话。我随时奉陪。
989860151,拉薇,旗开得胜了。这都要归功于你的指点呢。
184022766,星绘,
41467346,香奈美系统语音,距离敌方胜出，只差击败最后一个人了。
588740365,米雪儿,哼。
404357641,拉薇,我在研习兵法，这是我每天的必修课之一。这还挺有意思的。要看看吗？
410528097,玛德蕾娜,减速雷。
255199246,奥黛丽,情人节。你不会是为了拿巧克力才特意跑到我这里来的吧？
214243670,香奈美,恢复一下。
662383197,香奈美,原来你和我一样，也还没有睡着。
2142563,香奈美系统语音,炸弹安装完毕，即将为公演增添最璀璨的色彩。
493582413,明,反抗者们扬起旗帜，迎接黎明。
140117364,星绘,今天是情人节吧？在这个特殊的日子里，我准备了一整车巧克力，想要送给大家。如果你有时间的话，不如和我一起来吧。
1029777483,未知,
152822829,香奈美,你还好吗？我想这种时刻你是需要我的，所以无论你说什么，香奈美都会陪在你的身边，倾听你的一切。
143124236,系统语音,势均力敌。
39488521,伊薇特,抱歉。
210688396,伊薇特,菲，帮帮我。
479391878,拉薇,这本书我已经读过几遍了。但每次重温，都会有些新的体会。
43549586,心夏,去吧，医疗无人机。
6941421,伊薇特,太过分了。
102690993,玛德蕾娜,新年快乐。我今年的愿望是让更多的人喜欢我的画作，如果你也能喜欢的话，那就更好啦。
911980215,星绘,初次见面，我叫新慧。这个名字可不是代号啊。请多关照啦。
633150691,未知,嗯。嗯。
499316638,信,我的信念必将贯彻到底。
156897849,心夏,待在那儿不要动。
284857548,星绘,
595971514,令,五颗子弹无常死亡。
575570638,奥黛丽,乌财社今日特报，本季度的巴布洛期货交割已顺利完成。看来差不多该进行下一轮交易了。
913255727,系统语音,战斗开始。
642678641,明,啊，这个巧怀吗？我是从朋友那里得到的，总感觉我不适合玩这个。
156290729,香奈美,这就是为你准备的演出。
199392451,奥黛丽,嗯。
304205391,米雪儿,正义之乡。
910944606,未知,嗯。
978993346,奥黛丽,我知道你也很不甘心了。所以之后的战斗，你要和我一起赢回来。
501873280,香奈美,我听到你在哪里啦？
947022686,玛德蕾娜,大家别难过了嘛，明天我们一定会搬回胜局的。
